972,3.9048839
975,3.135831533
978,3.631146129
981,4.67344817
984,2.985937717
987,4.477565862
991,4.596274147
994,4.8407923
997,5.247524274
1000,5.072744391
1003,5.386804261
1006,5.152136369
1010,6.270901298
1013,5.545381315
1016,7.201849245
1019,7.328110926
1022,7.787793731
1025,8.060786821
1029,9.379385127
1032,9.907391445
1035,10.28441117
1038,11.06689429
1041,12.83668658
1044,13.30091116
1048,14.50848198
1051,15.80564828
1054,17.66130208
1057,18.75604695
1060,20.66780527
1063,22.68761327
1067,24.92710118
1070,27.12840941
1073,29.57174011
1076,32.24897595
1079,35.32188826
1082,38.84933653
1085,42.63530403
1089,46.66252823
1092,51.12639372
1095,56.28159776
1098,61.20936872
1101,66.87242055
1104,73.3130735
1107,80.57395639
1111,87.81710487
1114,95.98761946
1117,104.3252716
1120,113.5448743
1123,122.8644012
1126,132.5137421
1129,142.3197086
1133,150.6557513
1136,158.6017013
1139,164.9200194
1142,173.714056
1145,187.9444038
1148,207.7145342
1151,229.8505126
1155,254.5214957
1158,280.3395118
1161,304.6887772
1164,331.3060539
1167,354.9263293
1170,376.2974795
1173,396.2804862
1176,413.988011
1180,424.9598009
1183,434.4099288
1186,441.0148417
1189,454.7091089
1192,466.3424548
1195,478.2737853
1198,480.3512193
1201,469.5380719
1205,449.5478613
1208,419.8825516
1211,385.1156625
1214,345.3806439
1217,303.6981797
1220,264.1901808
1223,227.0636282
1226,193.9548387
1230,165.6245257
1233,141.1388151
1236,121.1488623
1239,104.0103025
1242,89.45697926
1245,76.64299584
1248,65.34551082
1251,56.00256316
1255,47.58564962
1258,40.66118812
1261,34.53630101
1264,29.6039612
1267,25.23806447
1270,21.76462498
1273,18.72959551
1276,16.03826269
1279,13.9752764
1282,12.40091521
1286,10.83590361
1289,9.509905081
1292,8.501393507
1295,7.420140055
1298,6.721796764
1301,5.966972437
1304,5.466654796
1307,4.918952223
1310,4.382533471
1314,4.102994778
1317,3.514610759
1320,3.251094056
1323,3.054648591
1326,2.688649002
1329,2.506469358
1332,2.31934579
1335,2.061431797
1338,1.813203082
1341,1.735358453
1345,1.614565305
1348,1.462169463
1351,1.402665671
1354,1.327220282
1357,1.232012352
1360,1.198533803
1363,1.11086331
1366,1.020650122
1369,1.006504289
1372,0.819958937
1375,0.645875121
1379,0.773602992
1382,0.840896812
1385,0.633027142
1388,0.610825072
1391,0.623673171
1394,0.600761303
1397,0.547685764
1400,0.497479342
1403,0.538089622
1406,0.429727026
1409,0.51649626
1412,0.409668682
1416,0.464338059
1419,0.305367456
1422,0.364260279
1425,0.41326724
1428,0.313376245
1431,0.372085612
1434,0.335223411
1437,0.304413978
1440,0.323751459
1443,0.312825369
1446,0.370897544
1449,0.515506921
1453,0.240564165
1456,0.201624019
1459,0.274118271
1462,0.307658498
1465,0.127475417
1468,0.209692034
1471,0.170238787
1474,0.167253528
1477,0.198724036
1480,0.228580946
1483,0.185885556
1486,0.136992079
1489,0.185284632
1492,0.090332115
1496,0.131050141
1499,0.167458072
1502,0.105932647
1505,0.174777975
1508,0.165696338
1511,0.07577571
1514,0.105048398
1517,0.094755633
1520,0.061812911
1523,0.070651487
1526,0.066178173
1529,0.130724303
1532,0.014299323
1535,0.144100363
1538,0.161188001
1542,0.043456837
1545,0.014062822
1548,0.050322224
1551,0.114387292
1554,0.047967635
1557,0.01856108
1560,0.040023473
1563,0.025895824
1566,0.113781841
1569,0.010679009
1572,0.110504934
1575,0.059306144
1578,0.104438535
1581,0.03201691
1584,0.030353357
1587,0.106785582
1591,0.095477688
1594,0.097088916
1597,0.038154616
1600,0.028228658
1603,0.038752964
1606,-0.024874697
1609,0.076019117
1612,0.105192361
1615,0.046393953
1618,0.058018045
1621,0.020267974
1624,0.0703764
1627,0.066564386
1630,0.00480371
1633,0.091045005
1636,0.044851499
1639,0.086249783
1642,-0.033575865
1645,0.043276793
1649,0.095643111
1652,0.071507216
1655,0.016460143
1658,0.105304707
1661,0.015660638
1664,0.066539683
1667,0.143022639
1670,0.096758202
1673,0.002896794
1676,0.133563052
1679,-0.057223122
1682,0.140698551
1685,-0.091659948
1688,0.206086666
1691,-0.099746805
1694,-0.008697788
1697,0.370105858
1700,0.180521455
